start_time,end_time,text,emotion,sub-emotion,intensity
"00:48:48,000","00:48:51,000",Because you rode around the frog that it was a frog that could be this person.,surprise,confusion,mild
"00:48:51,000","00:48:54,000",But don't mix it in it because I said I understand this scenario.,neutral,neutral,neutral
"00:48:54,000","00:48:57,000","As if not mixed up with me, that I defended him.",neutral,neutral,neutral
"00:48:57,000","00:49:03,000","I will tell you that I am impressed, because here I really feel the scrap of blood between the girls,",surprise,surprise,moderate
"00:49:03,000","00:49:06,000",that there is really a real conflict there.,surprise,realization,moderate
"00:49:06,000","00:49:07,000",I like smoke.,neutral,neutral,neutral
"00:49:07,000","00:49:10,000","Okay, let's not argue, we are young people.",anger,annoyance,mild
"00:49:10,000","00:49:13,000",It makes no sense that two talented people argue.,disgust,disapproval,moderate
"00:49:13,000","00:49:15,000","Yes, yes, weather.",neutral,neutral,neutral
"00:49:15,000","00:49:17,000","Okay, listen.",neutral,neutral,neutral
"00:49:17,000","00:49:21,000","Steel, however, would be in my yesterday's Rozmina and I would like us to continue her.",happiness,desire,mild
"00:49:21,000","00:49:23,000",I will push it because I believe that you believe me.,happiness,optimism,moderate
"00:49:23,000","00:49:26,000",But you made a pact with me. Fraud.,anger,anger,intense
"00:49:26,000","00:49:28,000",But what? What pact?,surprise,confusion,moderate
"00:49:28,000","00:49:29,000",What pact?,surprise,confusion,moderate
"00:49:29,000","00:49:32,000","It's the one who left the room, I said that we would not respect him,",disgust,disapproval,moderate
"00:49:32,000","00:49:33,000",Because we just want you to show us the card.,happiness,curiosity,moderate
"00:49:33,000","00:49:34,000","No, not true.",neutral,neutral,neutral
"00:49:34,000","00:49:35,000","And I know, but you haven't heard that on purpose.",anger,annoyance,moderate
"00:49:35,000","00:49:38,000","Hey, if you cheat me, you'll be hammocks.",anger,anger,intense
"00:49:38,000","00:49:40,000",So we just wanted you to show us the card generally.,happiness,curiosity,mild
"00:49:40,000","00:49:41,000",So banging me?,surprise,confusion,moderate
"00:49:41,000","00:49:42,000",Well of course yes.,neutral,neutral,neutral
"00:49:42,000","00:49:44,000","Well, my card will work differently today.",happiness,curiosity,mild
"00:49:47,000","00:49:50,000",The status in connection with chicken is that my peasant has already packed.,neutral,neutral,neutral
"00:49:50,000","00:49:53,000",I want to tell you that I will fly today.,happiness,excitement,moderate
"00:49:53,000","00:49:54,000",Why?,happiness,curiosity,mild
"00:49:54,000","00:49:55,000","Well, I can't tell you, just.",fear,nervousness,mild
"00:49:55,000","00:49:56,000",Okay.,neutral,neutral,neutral
"00:49:56,000","00:50:00,000","Chicken, chickens are suspected of me from the very beginning.",surprise,confusion,mild
"00:50:00,000","00:50:01,000",Maybe they were in the mafia.,happiness,curiosity,mild
"00:50:01,000","00:50:03,000",Did you get the card?,happiness,curiosity,mild
"00:50:03,000","00:50:04,000","No, I don't.",neutral,neutral,neutral
"00:50:04,000","00:50:07,000","Jesus, someone got the card so what will you do today?",happiness,curiosity,moderate
"00:50:07,000","00:50:09,000","No, I don't understand it at all, why it would be like that.",surprise,confusion,intense
"00:50:09,000","00:50:10,000",I will not talk to you.,anger,annoyance,moderate
"00:50:10,000","00:50:11,000","I know, I know, I know.",neutral,neutral,neutral
"00:50:11,000","00:50:12,000",That's it.,neutral,neutral,neutral
"00:50:12,000","00:50:15,000","Just kick yourself who is the most plotting at you, no?",happiness,curiosity,mild
"00:50:15,000","00:50:16,000",Faust.,neutral,neutral,neutral
"00:50:16,000","00:50:17,000","I think Fausti, no?",happiness,curiosity,mild
"00:50:17,000","00:50:18,000",And that's it.,neutral,neutral,neutral
"00:50:18,000","00:50:22,000","Generally, they all want to vote for Kasia today.",neutral,neutral,neutral
"00:50:22,000","00:50:26,000","And they shoot people at me that I defend Polish, where this situation never happened.",anger,annoyance,moderate
"00:50:26,000","00:50:27,000","I don't understand anything, Patryk.",surprise,confusion,intense
"00:50:27,000","00:50:28,000",I don't understand anything.,surprise,confusion,intense
"00:50:28,000","00:50:30,000",For me it is absurd as it is.,disgust,disapproval,intense
"00:50:30,000","00:50:33,000","Meanwhile, chickens who are quietly from two episodes almost all the time.",neutral,neutral,neutral
"00:50:33,000","00:50:36,000","But I like it, because instead of screwing in, you know what he is doing?",happiness,amusement,mild
"00:50:36,000","00:50:37,000",I am not screwing in.,neutral,neutral,neutral
"00:50:37,000","00:50:38,000","He is sitting, listening and coffee.",neutral,neutral,neutral
"00:50:38,000","00:50:40,000","Because you swallow every chalk, not me.",disgust,disapproval,moderate
"00:50:40,000","00:50:41,000","Everything, yes.",neutral,neutral,neutral
"00:50:41,000","00:50:42,000","Yes, it is true.",neutral,neutral,neutral
"00:50:42,000","00:50:43,000",All.,neutral,neutral,neutral
"00:50:43,000","00:50:45,000","And I look at you and I see that you only fuck Lukasz, as he reacts.",disgust,disapproval,intense
"00:50:45,000","00:50:47,000","Well, but I'm flying today.",neutral,neutral,neutral
"00:50:47,000","00:50:48,000",This is a f *** and good.,anger,annoyance,intense
"00:50:48,000","00:50:49,000",So do you think?,happiness,curiosity,mild
"00:50:49,000","00:50:50,000","No, I have like ...",surprise,confusion,mild
"00:50:50,000","00:50:51,000",I know I'm going today.,neutral,neutral,neutral
"00:50:52,000","00:50:57,000","I know that today I'm just flying because a thing happened and as if I can say so much, right?",surprise,realization,mild
"00:50:57,000","00:51:00,000",He thinks that a threatening card has been used.,fear,fear,moderate
"00:51:00,000","00:51:03,000",Faustina would be the only person I could suspect of such a thing.,,,
"00:51:03,000","00:51:05,000","Well, today we joined the dots that we got into a lie.",surprise,realization,moderate
"00:51:05,000","00:51:07,000","But what is this lie, I listen?",happiness,curiosity,moderate
"00:51:07,000","00:51:09,000","Well, you lied that you did not see the card and saw it.",disgust,disapproval,moderate
"00:51:09,000","00:51:10,000",Do you know what card it is?,happiness,curiosity,mild
"00:51:10,000","00:51:11,000",Not.,neutral,neutral,neutral
"00:51:11,000","00:51:12,000",I haven't seen this card at Kasia.,neutral,neutral,neutral
"00:51:12,000","00:51:13,000",But you know what card it is because Kasia told you.,neutral,neutral,neutral
"00:51:13,000","00:51:15,000",Because Kasia told me what a card is for each of you.,neutral,neutral,neutral
"00:51:15,000","00:51:17,000","No, nobody.",neutral,neutral,neutral
"00:51:17,000","00:51:20,000","Hard there, no? There is already a lost.",sadness,disappointment,moderate
"00:51:20,000","00:51:22,000",But I didn't lie even once.,,,
"00:51:22,000","00:51:31,000",As if this tip of Łukasz was not too op,surprise,confusion,mild
"00:51:31,000","00:51:35,000","And I just push the jelita, because it has in the instructions saved, no?",surprise,confusion,mild
"00:51:35,000","00:51:39,000",Now I think that surprisingly she is a citizen.,surprise,surprise,mild
"00:51:39,000","00:51:40,000",I wouldn't vote for her today.,disgust,disapproval,mild
"00:51:40,000","00:51:42,000",Fausti is peeling off.,neutral,neutral,neutral
"00:51:42,000","00:51:47,000","Okay, but it peels off and you have not noticed, for example, that she has really falling into such emotions that I think is difficult to go.",,,
"00:51:47,000","00:51:49,000",And it seems to me that she is under the manipulation of Kasia.,,,
"00:51:49,000","00:51:51,000",I think so too?,neutral,neutral,neutral
"00:51:51,000","00:51:55,000","Listen, when we arrived at the station, I was driving with her in Audi, and I say",neutral,neutral,neutral
"00:51:55,000","00:51:57,000",Listen and you are blackmailed?,surprise,confusion,moderate
"00:51:57,000","00:51:59,000","She did it like that, no?",surprise,confusion,mild
"00:51:59,000","00:52:01,000","That's what the chickens claims, no?",happiness,curiosity,mild
"00:52:01,000","00:52:03,000",That someone is blackmailed with these Pogins.,fear,fear,moderate
"00:52:03,000","00:52:05,000",I think your sofa can't be like this.,disgust,disapproval,mild
"00:52:05,000","00:52:07,000",It can't be.,neutral,neutral,neutral
"00:52:07,000","00:52:09,000","For attention even to Kasia, no?",happiness,curiosity,mild
"00:52:09,000","00:52:11,000",I think she used a blackmail card.,disgust,disapproval,moderate
"00:52:12,000","00:52:14,000","Yes, it can be, I can fart, it can be.",neutral,neutral,neutral
"00:52:14,000","00:52:16,000",But she would ...,neutral,neutral,neutral
"00:52:16,000","00:52:18,000",But why does he react so aggressively and so nervously?,surprise,confusion,moderate
"00:52:18,000","00:52:20,000",To you anyway?,happiness,curiosity,mild
"00:52:20,000","00:52:22,000",Maybe he has to?,neutral,neutral,neutral
"00:52:22,000","00:52:24,000","It seems to me that there is a chance that Gimper, Fausti, Posti are clean.",happiness,optimism,mild
"00:52:24,000","00:52:26,000","That there is Blowek, Kasia and a third person.",neutral,neutral,neutral
"00:52:26,000","00:52:28,000",No.,neutral,neutral,neutral
"00:52:28,000","00:52:30,000",Kasia must fly today.,happiness,optimism,moderate
"00:52:30,000","00:52:32,000","Well, they have three cards and have an forever defense for her.",anger,annoyance,moderate
"00:52:32,000","00:52:34,000",Because the question is important to you here.,happiness,curiosity,mild
"00:52:34,000","00:52:38,000","What is the fact that you say that you are getting out today, are you so sure?",happiness,curiosity,moderate
"00:52:38,000","00:52:40,000",I can't tell you.,neutral,neutral,neutral
"00:52:40,000","00:52:42,000",You talk stupid things.,anger,annoyance,mild
"00:52:42,000","00:52:44,000",You will see.,neutral,neutral,neutral
"00:52:44,000","00:52:46,000",There is no such card because you haven't used any card and did nothing like that.,disgust,disapproval,moderate
"00:52:46,000","00:52:48,000",I didn't use it.,neutral,neutral,neutral
"00:52:48,000","00:52:50,000",And literally chickens pretended to be blackmailed.,happiness,amusement,mild
"00:52:50,000","00:52:52,000",Which literally revealed that this blackmail card was used.,surprise,realization,moderate
"00:52:52,000","00:52:54,000",In Faustina.,neutral,neutral,neutral
"00:52:54,000","00:52:56,000",And he just comes to him and simply.,neutral,neutral,neutral
"00:52:56,000","00:52:58,000","Oh, I am probably blackmailed.",surprise,confusion,mild
"00:52:58,000","00:53:00,000","I mean, I can't tell you, I can't tell you.",fear,nervousness,mild
"00:53:00,000","00:53:02,000",It was just like that.,neutral,neutral,neutral
"00:53:02,000","00:53:04,000","If I was in the mafia, think about it.",happiness,curiosity,mild
"00:53:04,000","00:53:06,000","Would I sit alone, for example.",happiness,curiosity,mild
"00:53:06,000","00:53:08,000","Maybe you are a loner type, I don't know.",happiness,curiosity,mild
"00:53:08,000","00:53:10,000",Mafia cannot be a loner type.,disgust,disapproval,mild
"00:53:10,000","00:53:12,000","No, I love the vlog that came here after him and immediately targets Kurego.",happiness,amusement,mild
"00:53:14,000","00:53:16,000",I still see how they exchange looks.,happiness,curiosity,mild
"00:53:16,000","00:53:18,000",How they came together.,happiness,curiosity,mild
"00:53:18,000","00:53:20,000",They are in their alliance the mafia.,neutral,neutral,neutral
"00:53:20,000","00:53:22,000",And as if they are plotting there.,,,
"00:53:22,000","00:53:24,000",Maybe he got a threatening card.,happiness,curiosity,mild
"00:53:24,000","00:53:26,000",Why would chickens have such a card?,surprise,confusion,mild
"00:53:26,000","00:53:28,000","Chickens, how you need help, blink.",happiness,amusement,mild
"00:53:28,000","00:53:30,000",O fights.,neutral,neutral,neutral
"00:53:30,000","00:53:32,000",The mafia certainly got threats.,fear,fear,moderate
"00:53:32,000","00:53:34,000",I am sure.,,,
"00:53:34,000","00:53:36,000",Faustina is under threat.,fear,fear,moderate
"00:53:37,000","00:53:39,000",And he farts stupid because he is in the mafia.,disgust,disapproval,mild
"00:53:39,000","00:53:41,000",I want to get threatening from Faustina.,happiness,desire,mild
"00:53:41,000","00:53:43,000",Faustina behaves more threatening.,fear,fear,moderate
"00:53:43,000","00:53:45,000","But not, why would they decide so then?",surprise,confusion,mild
"00:53:45,000","00:53:47,000",It makes no sense.,surprise,confusion,mild
"00:53:47,000","00:53:49,000","In my opinion, the mafia is Kasia, Blołek and chickens.",happiness,amusement,mild
"00:53:51,000","00:53:53,000",Threats.,fear,fear,mild
"00:53:53,000","00:53:55,000",Mafia can select one player who will get a threatening letter from the host in the morning.,happiness,curiosity,mild
"00:53:57,000","00:53:59,000","Come, it doesn't matter.",neutral,neutral,neutral
"00:53:59,000","00:54:01,000",Let's spend this time for the last time.,sadness,sadness,mild
"00:54:01,000","00:54:03,000","How do you say you can't say when you got threatening,",surprise,confusion,mild
"00:54:03,000","00:54:05,000","And on the card it says that you got them in the morning,",surprise,confusion,mild
"00:54:05,000","00:54:07,000",But you didn't get any card.,surprise,confusion,mild
"00:54:11,000","00:54:13,000",I really care about playing Kurego.,happiness,caring,mild
"00:54:13,000","00:54:15,000",And I want it not to suspect me.,fear,nervousness,mild
"00:54:15,000","00:54:17,000","That's why I decided today, after I heard,",surprise,realization,mild
"00:54:17,000","00:54:19,000","that he is sad,",sadness,sadness,mild
"00:54:19,000","00:54:21,000","he packed up and knows he is going home,",sadness,sadness,mild
"00:54:21,000","00:54:23,000",come to him and sit next to him,happiness,caring,mild
"00:54:23,000","00:54:25,000",And ask him and the old one is?,happiness,curiosity,mild
"00:54:25,000","00:54:27,000","No, I have a little bubble broken.",surprise,confusion,mild
