start_time,end_time,text,emotion,sub_emotion,intensity,emotion_encoded,sub_emotion_encoded,intensity_encoded
"00:27:38,000","00:27:39,000",Guitar.,neutral,neutral,mild,4,22,0
"00:27:39,000","00:27:40,000",Say guitar.,neutral,neutral,mild,4,22,0
"00:27:40,000","00:27:41,000",Say guitar.,neutral,neutral,mild,4,22,0
"00:27:41,000","00:27:42,000",Well you will play guitar tomorrow night.,happiness,approval,mild,3,4,0
"00:27:42,000","00:27:43,000",Ok.,neutral,neutral,mild,4,22,0
"00:27:43,000","00:27:45,000",At least where you sit and trick.,disgust,disapproval,mild,1,11,0
"00:27:45,000","00:27:46,000",Play guitar.,neutral,neutral,mild,4,22,0
"00:27:46,000","00:27:47,000",Let's hear you.,happiness,curiosity,mild,3,8,0
"00:27:47,000","00:27:49,000",You who want to become a cook.,happiness,curiosity,mild,3,8,0
"00:27:49,000","00:27:50,000",I'm not going to get into the kitchen.,disgust,disapproval,moderate,1,11,1
"00:27:50,000","00:27:51,000",I'll show you the recipes.,happiness,caring,mild,3,6,0
"00:27:51,000","00:27:52,000",You will write them.,neutral,neutral,mild,4,22,0
"00:27:52,000","00:27:53,000",You will do them on your own.,neutral,neutral,mild,4,22,0
"00:27:53,000","00:27:54,000",Ok.,neutral,neutral,mild,4,22,0
"00:27:54,000","00:27:56,000",To see how many pounds you have the one you want to become a cook.,disgust,disapproval,moderate,1,11,1
"00:27:56,000","00:27:57,000",And this b **** here.,anger,anger,strong,0,2,2
"00:27:57,000","00:27:58,000",Don't.,disgust,disapproval,mild,1,11,0
"00:27:58,000","00:27:59,000",Not to get me tired.,anger,annoyance,moderate,0,3,1
"00:27:59,000","00:28:00,000",My girl.,happiness,caring,mild,3,6,0
"00:28:02,000","00:28:03,000",Cut here.,neutral,neutral,mild,4,22,0
"00:28:03,000","00:28:04,000",Get serious.,disgust,disapproval,moderate,1,11,1
"00:28:04,000","00:28:05,000",We will change the shop.,happiness,optimism,moderate,3,23,1
"00:28:05,000","00:28:06,000",We will make it a tsipoura.,happiness,optimism,moderate,3,23,1
"00:28:06,000","00:28:07,000",Ok.,neutral,neutral,mild,4,22,0
"00:28:07,000","00:28:08,000",We will go shopping.,neutral,neutral,mild,4,22,0
"00:28:09,000","00:28:10,000",You.,neutral,neutral,mild,4,22,0
"00:28:10,000","00:28:11,000",Do what you want.,neutral,neutral,mild,4,22,0
"00:28:11,000","00:28:12,000",Let us go.,neutral,neutral,mild,4,22,0
"00:28:12,000","00:28:13,000",Let's go shopping.,neutral,neutral,mild,4,22,0
"00:28:13,000","00:28:14,000",I'll see you tomorrow night you.,neutral,neutral,mild,4,22,0
"00:28:14,000","00:28:15,000",You will see me.,neutral,neutral,mild,4,22,0
"00:28:15,000","00:28:16,000",Well.,neutral,neutral,mild,4,22,0
"00:28:16,000","00:28:19,000",Even now Basil does not seem ready to give up the Ballerism,sadness,disappointment,moderate,5,10,1
"00:28:19,000","00:28:21,000",of him and make a new start to the business.,happiness,optimism,mild,3,23,0
"00:28:21,000","00:28:23,000",Hector did not understand what he was doing.,surprise,confusion,moderate,6,7,1
"00:28:23,000","00:28:29,000","Since he threw the doll into the cream, it is like kicking the unique",disgust,disapproval,moderate,1,11,1
"00:28:29,000","00:28:31,000",Woman client from the shop.,disgust,disapproval,moderate,1,11,1
"00:28:32,000","00:28:34,000","Well, you didn't understand anything.",disgust,disapproval,moderate,1,11,1
"00:28:34,000","00:28:36,000",You will not choose anything today.,disgust,disapproval,moderate,1,11,1
"00:28:36,000","00:28:38,000",We brought you to you because we brought you for a walk.,neutral,neutral,mild,4,22,0
"00:28:38,000","00:28:40,000",I will choose from your moment.,neutral,neutral,mild,4,22,0
"00:28:40,000","00:28:42,000",Because we saw your taste.,disgust,disapproval,mild,1,11,0
"00:28:42,000","00:28:44,000",Even during the markets there are disagreements.,anger,annoyance,mild,0,3,0
"00:28:44,000","00:28:47,000",But Hector Botrin encourages Christ to say his opinion.,happiness,approval,mild,3,4,0
"00:28:47,000","00:28:49,000",After the restaurant is nominated for him.,happiness,pride,mild,3,24,0
"00:28:49,000","00:28:52,000",Green light has been given to start the changes at all levels.,happiness,optimism,moderate,3,23,1
"00:28:52,000","00:28:54,000","The construction team working with the broadcast,",neutral,neutral,mild,4,22,0
"00:28:54,000","00:28:58,000",It is enough to begin the restaurant's recurrence work.,happiness,optimism,mild,3,23,0
"00:29:00,000","00:29:01,000",Hello.,neutral,neutral,mild,4,22,0
"00:29:01,000","00:29:02,000",What do we do.,surprise,confusion,mild,6,7,0
"00:29:02,000","00:29:03,000",All right.,neutral,neutral,mild,4,22,0
"00:29:03,000","00:29:05,000",Here we came to get the descent.,neutral,neutral,mild,4,22,0
"00:29:05,000","00:29:06,000",Hello.,neutral,neutral,mild,4,22,0
"00:29:06,000","00:29:07,000",All right.,neutral,neutral,mild,4,22,0
"00:29:07,000","00:29:08,000",A joy.,happiness,joy,mild,3,18,0
"00:29:08,000","00:29:09,000",We got some things.,neutral,neutral,mild,4,22,0
"00:29:09,000","00:29:10,000",Hello.,neutral,neutral,mild,4,22,0
"00:29:10,000","00:29:12,000",You will be able to bring us to the restaurant.,neutral,neutral,mild,4,22,0
"00:29:12,000","00:29:13,000","Of course, of course.",happiness,approval,mild,3,4,0
"00:29:13,000","00:29:14,000",We will arrange it.,happiness,optimism,mild,3,23,0
"00:29:14,000","00:29:15,000",It is in Petersburg.,neutral,neutral,mild,4,22,0
"00:29:15,000","00:29:16,000","Okay, we'll arrange it.",happiness,optimism,mild,3,23,0
"00:29:16,000","00:29:17,000",Thank you very much.,happiness,gratitude,moderate,3,16,1
"00:29:17,000","00:29:18,000",Be well and we thank you.,happiness,gratitude,moderate,3,16,1
"00:29:18,000","00:29:19,000",Good luck.,happiness,caring,mild,3,6,0
"00:29:19,000","00:29:20,000",Hello.,neutral,neutral,mild,4,22,0
"00:29:20,000","00:29:21,000","Let's go, now we have a job.",happiness,excitement,mild,3,14,0
"00:29:21,000","00:29:24,000","Detail makes the difference and new lights will help,",happiness,optimism,mild,3,23,0
"00:29:24,000","00:29:27,000","to refresh the space and acquire the image of traditional tsipouro,",happiness,optimism,mild,3,23,0
"00:29:27,000","00:29:29,000",that Hector Botrin has in his mind.,neutral,neutral,mild,4,22,0
"00:29:29,000","00:29:31,000","Our chef will give weight to simple delicious dishes,",happiness,optimism,mild,3,23,0
"00:29:31,000","00:29:34,000",Since no one is ready for something more complicated.,neutral,neutral,mild,4,22,0
"00:30:00,000","00:30:04,000","But since Hector came to the shop, he agreed.",happiness,approval,mild,3,4,0
"00:30:04,000","00:30:07,000","With a few but apt changes, the space will look really unknown.",happiness,optimism,mild,3,23,0
"00:30:07,000","00:30:10,000","White selected for most walls,",neutral,neutral,mild,4,22,0
"00:30:10,000","00:30:12,000",will underline the Mediterranean identity of the restaurant.,happiness,optimism,mild,3,23,0
"00:30:13,000","00:30:15,000","What happened, come here.",happiness,curiosity,mild,3,8,0
"00:30:17,000","00:30:19,000","Well, you take out the glasses, you're not on the beach, you're in a kitchen.",anger,annoyance,mild,0,3,0
"00:30:20,000","00:30:21,000",And you from now on.,neutral,neutral,mild,4,22,0
"00:30:22,000","00:30:24,000",Thank you very much.,happiness,gratitude,moderate,3,16,1
"00:30:24,000","00:30:25,000","Well, we're starting.",happiness,excitement,mild,3,14,0
"00:30:25,000","00:30:28,000","On these marbles, we will serve our appetizers.",neutral,neutral,mild,4,22,0
"00:30:28,000","00:30:29,000",This is the one.,neutral,neutral,mild,4,22,0
"00:30:29,000","00:30:31,000","The other, we will make fishing.",neutral,neutral,mild,4,22,0
"00:30:31,000","00:30:34,000","Bring me milk, eggs, yeast.",neutral,neutral,mild,4,22,0
"00:30:35,000","00:30:37,000",Something that is very easy to do.,happiness,optimism,mild,3,23,0
"00:30:38,000","00:30:41,000","Look, four eggs.",neutral,neutral,mild,4,22,0
"00:30:43,000","00:30:45,000","Nice, our milk.",neutral,neutral,mild,4,22,0
"00:30:46,000","00:30:47,000",We put our flour.,neutral,neutral,mild,4,22,0
"00:30:47,000","00:30:50,000",We will make a batter tight in a nutshell.,neutral,neutral,mild,4,22,0
"00:30:50,000","00:30:52,000","Because he has yeast, this will swell.",neutral,neutral,mild,4,22,0
"00:30:52,000","00:30:52,000",Fine.,neutral,neutral,mild,4,22,0
"00:30:53,000","00:30:54,000","Onion, parsley, garlic.",neutral,neutral,mild,4,22,0
"00:30:55,000","00:30:56,000","Okay, I want to wash them.",neutral,neutral,mild,4,22,0
"00:30:57,000","00:30:59,000",Wash green pepper.,neutral,neutral,mild,4,22,0
"00:31:02,000","00:31:03,000",Cut the onion.,neutral,neutral,mild,4,22,0
"00:31:03,000","00:31:04,000","You watch, you write.",neutral,neutral,mild,4,22,0
"00:31:05,000","00:31:06,000",What do you remember in your mind.,happiness,curiosity,mild,3,8,0
"00:31:06,000","00:31:07,000","I will note, I was working.",neutral,neutral,mild,4,22,0
"00:31:07,000","00:31:08,000",He marked.,neutral,neutral,mild,4,22,0
"00:31:08,000","00:31:11,000","Notice, because if you don't write, it's like writing me.",anger,annoyance,mild,0,3,0
"00:31:11,000","00:31:12,000",You understand.,neutral,neutral,mild,4,22,0
"00:31:12,000","00:31:13,000",Fine.,neutral,neutral,mild,4,22,0
"00:31:19,000","00:31:20,000",Break the fish with hands.,neutral,neutral,mild,4,22,0
"00:31:21,000","00:31:21,000",In cubes.,neutral,neutral,mild,4,22,0
"00:31:21,000","00:31:25,000",As you can see the fish is not perfectly baked.,sadness,disappointment,mild,5,10,0
"00:31:25,000","00:31:26,000",Leave it a little like.,neutral,neutral,mild,4,22,0
"00:31:26,000","00:31:28,000",Because it will be baked a second time.,neutral,neutral,mild,4,22,0
"00:31:28,000","00:31:30,000",Boukovo hot.,neutral,neutral,mild,4,22,0
"00:31:30,000","00:31:31,000","Well, little.",neutral,neutral,mild,4,22,0
"00:31:32,000","00:31:33,000",Look at me.,neutral,neutral,mild,4,22,0
"00:31:33,000","00:31:34,000",Look.,neutral,neutral,mild,4,22,0
"00:31:35,000","00:31:36,000",Here.,neutral,neutral,mild,4,22,0
"00:31:36,000","00:31:37,000",Hand.,neutral,neutral,mild,4,22,0
"00:31:37,000","00:31:38,000",Very kneading.,neutral,neutral,mild,4,22,0
"00:31:38,000","00:31:42,000","Christos watches our chef and he constantly marks the recipe,",neutral,neutral,mild,4,22,0
"00:31:42,000","00:31:45,000",Since he knows that after the departure of Hector Botrin he should do it on his own.,fear,nervousness,mild,2,21,0
"00:31:47,000","00:31:49,000",We will be politely in.,neutral,neutral,mild,4,22,0
"00:31:50,000","00:31:51,000","Nice, remember it.",happiness,approval,mild,3,4,0
"00:31:51,000","00:31:52,000",We nail our lemonade inside.,neutral,neutral,mild,4,22,0
"00:31:53,000","00:31:54,000",Look.,neutral,neutral,mild,4,22,0
"00:31:55,000","00:31:56,000",Here.,neutral,neutral,mild,4,22,0
"00:31:56,000","00:31:57,000",Tomorrow you will be able to do it.,happiness,optimism,mild,3,23,0
"00:31:57,000","00:31:58,000",I will be able to.,happiness,optimism,mild,3,23,0
"00:31:58,000","00:31:59,000",Fine.,neutral,neutral,mild,4,22,0
"00:31:59,000","00:32:00,000",So we'll see you tomorrow.,neutral,neutral,mild,4,22,0
"00:32:00,000","00:32:01,000",We say it in the morning.,neutral,neutral,mild,4,22,0
"00:32:02,000","00:32:02,000",Hello.,neutral,neutral,mild,4,22,0
"00:32:02,000","00:32:03,000",Hello.,neutral,neutral,mild,4,22,0
"00:32:03,000","00:32:06,000","From the day Hector came to the shop, they were waiting at this time.",neutral,neutral,mild,4,22,0
"00:32:06,000","00:32:09,000","That is, to enter the kitchen and show me a recipe.",neutral,neutral,mild,4,22,0
"00:32:09,000","00:32:14,000",What happened today makes me very happy and I expect to know more of them.,happiness,joy,moderate,3,18,1
"00:32:16,000","00:32:17,000","Well done guys, good work.",happiness,approval,moderate,3,4,1
"00:32:17,000","00:32:20,000","Well, well, fine e.",neutral,neutral,mild,4,22,0
"00:32:20,000","00:32:21,000",Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,anger,annoyance,mild,0,3,0
"00:32:22,000","00:32:23,000","I'll get up, wait.",neutral,neutral,mild,4,22,0
"00:32:23,000","00:32:24,000",Certainly do no job.,disgust,disapproval,mild,1,11,0
"00:32:24,000","00:32:25,000",Fine.,neutral,neutral,mild,4,22,0
"00:32:25,000","00:32:26,000","Good night, Hector.",neutral,neutral,mild,4,22,0
"00:32:29,000","00:32:31,000",Today I told them some things.,neutral,neutral,mild,4,22,0
"00:32:35,000","00:32:37,000",I see them only working with dolls.,disgust,disapproval,moderate,1,11,1
"00:32:38,000","00:32:40,000","The owner and staff of this restaurant in Stuboli,",neutral,neutral,mild,4,22,0
"00:32:40,000","00:32:42,000",They are trying in every way to care for customers.,happiness,caring,moderate,3,6,1
"00:32:42,000","00:32:45,000","Our chef, in the early days, ate between showcase dolls",neutral,neutral,mild,4,22,0
"00:32:45,000","00:32:48,000",And he saw the waiter try out of customers' dishes.,disgust,disapproval,mild,1,11,0
"00:32:48,000","00:32:52,000",Imposing that one of the biggest problems is the lack of professional behavior.,disgust,disapproval,moderate,1,11,1
"00:32:52,000","00:32:54,000",How will it evolve tomorrow and last day.,happiness,curiosity,mild,3,8,0
"00:32:55,000","00:32:57,000","No matter how ready everyone is about it,",neutral,neutral,mild,4,22,0
"00:32:57,000","00:33:00,000","Today the restaurant has to reopen, take care of customers",happiness,optimism,moderate,3,23,1
"00:33:00,000","00:33:03,000",And to win them with both food and service.,happiness,optimism,moderate,3,23,1
"00:33:03,000","00:33:05,000",Something like a cross about strong solvers.,surprise,confusion,mild,6,7,0
"00:33:06,000","00:33:07,000",Now good morning.,neutral,neutral,mild,4,22,0
"00:33:07,000","00:33:08,000",Good morning.,neutral,neutral,mild,4,22,0
"00:33:08,000","00:33:09,000",Nice work.,happiness,approval,mild,3,4,0
"00:33:09,000","00:33:10,000","Everything was done well, very nice.",happiness,approval,mild,3,4,0
"00:33:10,000","00:33:11,000","In charms, thumbs up.",happiness,approval,mild,3,4,0
"00:33:11,000","00:33:11,000",Thank you very much.,happiness,gratitude,mild,3,16,0
"00:33:11,000","00:33:12,000","What happened, we work.",neutral,neutral,mild,4,22,0
"00:33:12,000","00:33:13,000","We work, we work.",neutral,neutral,mild,4,22,0
"00:33:13,000","00:33:14,000",It was time.,happiness,relief,mild,3,26,0
"00:33:15,000","00:33:16,000",We became dressmakers.,happiness,amusement,mild,3,1,0
"00:33:16,000","00:33:18,000",You can find the profession that suits you.,neutral,neutral,mild,4,22,0
"00:33:18,000","00:33:19,000",Dressmaker.,neutral,neutral,mild,4,22,0
"00:33:19,000","00:33:19,000",Dressmaker.,neutral,neutral,mild,4,22,0
"00:33:19,000","00:33:20,000",Is excluded.,disgust,disapproval,mild,1,11,0
"00:33:20,000","00:33:21,000",You saw what beautiful it is.,happiness,admiration,mild,3,0,0
"00:33:21,000","00:33:21,000",Nice.,happiness,approval,mild,3,4,0
"00:33:22,000","00:33:24,000","I'll tell you, do any work anymore.",sadness,disappointment,mild,5,10,0
"00:33:24,000","00:33:25,000",Where is the little one.,happiness,curiosity,mild,3,8,0
"00:33:26,000","00:33:27,000",What is going on.,surprise,confusion,mild,6,7,0
"00:33:27,000","00:33:28,000",A joy.,happiness,joy,mild,3,18,0
"00:33:28,000","00:33:29,000",What are you kneading for hours.,happiness,curiosity,mild,3,8,0
"00:33:29,000","00:33:30,000","Here, I finished fishing now.",neutral,neutral,mild,4,22,0
"00:33:30,000","00:33:31,000",You're done.,neutral,neutral,mild,4,22,0
"00:33:31,000","00:33:33,000","So, after you're done, I have an idea.",neutral,neutral,mild,4,22,0
"00:33:34,000","00:33:37,000",You will do a few fishing rooms to go to advertise the shop.,happiness,optimism,mild,3,23,0
"00:33:37,000","00:33:37,000",Fine.,neutral,neutral,mild,4,22,0
"00:33:37,000","00:33:38,000",Ok.,neutral,neutral,mild,4,22,0
"00:33:38,000","00:33:38,000",Go ahead.,neutral,neutral,mild,4,22,0
"00:33:44,000","00:33:46,000",It all depends on the duration of this effort.,neutral,neutral,mild,4,22,0
"00:33:50,000","00:33:52,000",You saw how fast this food is.,surprise,surprise,mild,6,29,0
"00:33:52,000","00:33:53,000","Indeed, very easy.",neutral,neutral,mild,4,22,0
"00:33:53,000","00:33:54,000",And fast. Let's go.,happiness,excitement,mild,3,14,0
"00:33:54,000","00:33:56,000","For the first time since the changes began,",neutral,neutral,mild,4,22,0
"00:33:56,000","00:33:59,000",The difference in the decoration of the appetizer is so evident.,surprise,surprise,mild,6,29,0
"00:33:59,000","00:34:01,000",And that is pleasantly surprised.,surprise,surprise,mild,6,29,0
"00:34:08,000","00:34:11,000",What do you need to do your presence.,happiness,curiosity,mild,3,8,0
"00:34:11,000","00:34:12,000",Get.,neutral,neutral,mild,4,22,0
"00:34:12,000","00:34:13,000",Come here you.,neutral,neutral,mild,4,22,0
"00:34:13,000","00:34:14,000",You didn't say that you were playing guitar.,surprise,surprise,mild,6,29,0
"00:34:14,000","00:34:15,000",Yes.,neutral,neutral,mild,4,22,0
"00:34:15,000","00:34:16,000",And the guitar together. Ok.,neutral,neutral,mild,4,22,0
